PRED_NRM_P_GEN_MIN,PRED_NRM_P_GEN_MAX
-0.007632565934050511,0.011508718222124016
-0.007526398312899467,0.011537450407782463
-0.007531515415820755,0.011609388365439606
-0.007530066291720226,0.011472234858818037
-0.00738014840628879,0.012161929377933147
-0.006663608507304561,0.012917314110552627
-0.0067367183679420545,0.012701618160897326
-0.006496310228821495,0.013450644232866396
-0.006645404175086925,0.013816174523988473
0.018371546092529133,0.13660425320825562
0.052771576599567174,0.2060655009622663
0.2028452023990484,0.4801354787923663
0.2547293299821676,0.5518553293985905
0.23934910400487447,0.5340637318383674
0.1461471909321435,0.3757783878082315
0.025035593980434333,0.14324471668222966
0.004268014935502714,0.09020267633264893
-0.0071109793833530124,0.013213047008323037
-0.007096435309919651,0.014061767670013934
-0.007083468016149418,0.013409435340753914
-0.00746179991385694,0.01358768473715784
-0.00705329160549556,0.013909942663948011
-0.0073607904050070685,0.013448439097671962
-0.007062929191311393,0.013694132494015668
-0.007097958355177361,0.013713688338310213
-0.0071482504651394635,0.013730941378125751
-0.006712442192107336,0.013832399414597447
-0.0066490200216290235,0.013986134531478131
-0.005967820451525108,0.015288897912488207
-0.006223376812778965,0.014809450895101177
-0.005779729146524311,0.01557187791640619
-0.00646199167117157,0.01430851158521009
-0.006454547162486814,0.015342086873346974
0.0016317558254905044,0.0832805705876195
0.07702006474256609,0.24787124365372692
0.2314497766021573,0.52758349451982
0.2925488741386257,0.5923901883772104
0.15522512258927051,0.38453407084422647
0.12908067465397333,0.32728254758287917
0.053331425347401915,0.18665453876088817
0.0450794688924272,0.1809321047109078
-0.0037006795932051917,0.023206251937697174
-0.005360021759476891,0.016531376004452106
-0.006025428729455322,0.014963706688194875
-0.006306955078754305,0.014198663396858385
-0.006712502149944975,0.013502031632391711
-0.006707781190734015,0.01349912247309575
-0.006435401295883214,0.013838229951790503
-0.007194856394359371,0.012837594214561746
-0.007006200324032298,0.012966921547842547
-0.007361072779121992,0.0126929137107201
-0.007233183735351978,0.012590528804680591
-0.007377460230762932,0.012479739693774325
-0.007234290869650752,0.012577643101834133
-0.00726761079910223,0.012368518602725974
-0.007395044280268506,0.012292331607596031
-0.006760612108176842,0.020092667989802596
0.0067198984973977464,0.09917621503176625
0.03318882379841984,0.17452691323155314
0.10333635562504026,0.3032349505719919
0.1512150735593783,0.3909297737890519
0.05831747953779649,0.21626610331464127
0.12987525444284326,0.3346825965487076
0.038949511712388266,0.1776619389847827
0.009827055271907349,0.09974138811694486
-0.006207347062590553,0.020302745604129244
-0.008133686239946626,0.012774110643956641
-0.007759602030517572,0.013161063509531968
-0.007887538022453101,0.013045510302373697
-0.008080875877414448,0.012883243664387227
-0.007571510416827368,0.0132494501070362
-0.007327388840476824,0.01324626404376015
-0.007583977598570858,0.01312306068448446
-0.007347392567505225,0.013215651489505912
-0.007269153487631096,0.012210440558203845
-0.0069468566263879775,0.012523511319313946
-0.00637688838689731,0.014499691716865134
-0.006303002640659666,0.014973164630041934
-0.005987715735123342,0.014761389846504337
-0.006325910420778111,0.014313291963195628
-0.004921693867060047,0.022185845743306197
0.03737339723179188,0.1805891763281724
0.05633052887989874,0.2121602119338007
0.1273686890841867,0.33597944395661117
0.16330859714564525,0.406038428773007
0.15134353579637572,0.3871299991838696
0.0751909322892867,0.24085794186973986
0.061177790957884365,0.21486160699878845
