PRED_NRM_P_GEN_MIN,PRED_NRM_P_GEN_MAX
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.004444294053578966,0.030980665448413817
0.02810375281236764,0.07714274856535426
0.05478356800844849,0.1291978635695637
0.15697229413683364,0.328578775755498
0.1922097859052423,0.3973308144403028
0.18918942946795012,0.39143778255303385
0.10763980566106149,0.23232592159677107
0.03515125116604938,0.09089315630231525
0.023573218156429387,0.06830320073445077
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.005954472272225052,0.03392718139204831
0.020552861719137214,0.06241016884718178
0.07290570663220151,0.16455605489317765
0.16754354166735622,0.3492043873609394
0.2047946043939597,0.42188511397059036
0.1267687297639119,0.26964845688280803
0.1066330201819641,0.23036157763434806
0.05730053170619197,0.1341087234756212
0.03615803664514677,0.09285750026473824
0.005954472272225052,0.03392718139204831
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.009478221449065918,0.0408023852605288
0.02709696733327025,0.07517840460293126
0.05327338978980241,0.1262513476259292
0.08448373964182151,0.18714601046104212
0.10763980566106149,0.23232592159677107
0.06585820827851979,0.15080564715621667
0.09555837991189281,0.2087537940476951
0.044715713217474584,0.10955442394533373
0.02407661089597808,0.06928537271566226
0.005954472272225052,0.03392718139204831
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.007464650490871137,0.03687369733568281
0.04521910595702328,0.11053659592654522
0.060824280883032836,0.1409839273441017
0.09354480895369803,0.2048251061228491
0.11468730401474322,0.24607632933373205
0.11066016209835366,0.23821895348404007
0.07240231389265282,0.16357388291196615
0.063844637320325,0.14687695923137067
0.02004946897958852,0.06142799686597028
0.004947686793127661,0.031962837429625315
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.005451079532676356,0.03294500941083681
0.02609018185417286,0.07321406064050827
0.0643480300598737,0.14785913121258218
0.07290570663220151,0.16455605489317765
0.07139552841355544,0.16160953894954316
0.0321308947287572,0.08500012441504626
0.018035898021393736,0.05749930894112429
0.014512148844552871,0.050624105072643796
0.007464650490871137,0.03687369733568281
0.004444294053578966,0.030980665448413817
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.003940901314030271,0.02999849346720232
0.018539290760942434,0.05848148092233578
0.03062071651011112,0.08205360847141176
0.02609018185417286,0.07321406064050827
0.034647858426500686,0.08991098432110375
0.025586789114624166,0.07223188865929676
0.021559647198234604,0.06437451280960477
0.013505363365455481,0.0486597611102208
0.010988399667712003,0.043748901204163304
