PRED_NRM_P_GEN_MIN,PRED_NRM_P_GEN_MAX
0.02335723605849807,0.04204329533556752
0.02335723605849807,0.04204329533556752
0.024086714835796864,0.04208437210159937
0.02457230921364291,0.042136894721373074
0.025057178784469145,0.04221455545023262
0.025300338376902074,0.04222824770557655
0.024979021826789485,0.04075506500603353
0.026193732578424413,0.040861233446382
0.028598048210526597,0.04453057368807338
0.04564062839386324,0.07779506321455673
0.06697003178842442,0.12144937854385739
0.08827432931181793,0.1685606972341525
0.10240840791237318,0.19727096251016937
0.11543508524948475,0.2237646247919914
0.07706932038734991,0.15375710109166388
0.03403747547100504,0.07191423271075907
0.020014868275183985,0.041660342376076236
0.020617067927637865,0.040018611136504276
0.020612658864784042,0.040144101828098175
0.01908176543291016,0.03841412188752698
0.01956295074790238,0.03859213519889458
0.022476154611468756,0.03891983997207977
0.024333498463328863,0.04197237381151429
0.023683263854239453,0.04335308032605277
0.02360401968603007,0.04193129704548243
0.024818005630645186,0.0420626035949167
0.02514547407558238,0.039258990599006775
0.026116662831274475,0.03936403583855421
0.02555146188170914,0.03790229899275304
0.02668584125460497,0.03662439131615987
0.02854209789593536,0.0397146323192231
0.02943404248341807,0.03839789427820016
0.030145292091393605,0.03759404060068769
0.04343517008965311,0.06326969220198973
0.05094142619034274,0.08802185665040321
0.0786216956552924,0.15215576821666968
0.1356054745786457,0.26327206245527346
0.11913008295851568,0.23372532170372282
0.06885379108099964,0.13671508570812949
0.02728350064639885,0.0532779373337153
0.016567349859690838,0.028086548986961873
0.020617352180725204,0.031854460582593315
0.020937943923817978,0.03335278139122216
0.018117737632149824,0.025842992289529843
0.020044912125805545,0.0347072265958738
0.021658371578212907,0.03777120628905017
0.0241645004251228,0.03949330983211781
0.024163413214593078,0.039531016995746515
0.02481256061315277,0.038188017644836716
0.026668092447463345,0.04130339675698575
0.025775785456470725,0.04263270385255161
0.02593861367016455,0.04126231999095393
0.02682223194176322,0.04429779197264134
0.026093115567974338,0.04424414615206657
0.02609239076095452,0.04426928426115239
0.026578709945820383,0.044296668771840304
0.02824533822473692,0.047471044389370415
0.05372999438282108,0.09515177032663871
0.0781213141656015,0.14799363133784096
0.07432491465468131,0.1446432234913464
0.08650876945331763,0.1710631532689024
0.1196838162839199,0.23808927788226872
0.053367819851042074,0.10974751823296484
0.050647074392390065,0.10514666667782506
0.01934397666602988,0.043757484999560343
0.01945508566725417,0.042226428995437305
0.020504793784135826,0.0437783956246409
0.021068545119661528,0.04529040868861366
0.019532517817914014,0.04371105754872218
0.019531430607384295,0.043748764712350896
0.020424824808906634,0.04238175045315633
0.021156900631509712,0.04236018180030879
0.007245826089295788,0.03934215054285528
0.00748530142589471,0.03945619538070734
0.00805237461374452,0.04088042491671492
0.007312265693188547,0.04115317480658544
0.005461505325241701,0.03789973594829957
0.007001216882823231,0.039378734505682966
0.007486448857159373,0.03944382617999958
0.005056897947575817,0.03511769160523719
0.005634471872369114,0.032114296791276996
0.013588965973787085,0.04583578675985037
0.01609864730557692,0.05044335714610935
0.02588241993887313,0.07074959878853398
0.03293017739300826,0.08553484395885225
0.01634168915801266,0.0552631472822931
0.015923446116655127,0.05627887266746843
0.012031572093169986,0.0482674795677557
0.004571968156014645,0.03501469291345675
0.005137893912599791,0.03645129165017209
0.007222573123027069,0.039956635238611676
0.0072232979300468824,0.03993149712952587
0.007631097753723175,0.03851196025055761
0.007874619749666014,0.03851308345135867
0.01127855186095207,0.038742682043637816
0.01151693998702127,0.03889443404511858
0.014757319077593683,0.0405195546080812
0.016869470690094868,0.03914578715218412
0.019789258037574507,0.03927258690651792
0.020025411521849324,0.039474415272335174
0.02124084708050407,0.03955544560359783
0.020101333837734603,0.040983982080870736
0.019458338333999518,0.038050185736327596
0.01946051275505896,0.037974771409070164
0.01922025239070528,0.03786052671738297
0.03447272468331352,0.06684721117045574
0.05659298425756952,0.11110688704827142
0.060924767719416364,0.12115322091731305
0.053449894061751956,0.10698028934604749
0.05183462259179506,0.10397915492558563
0.04792578208745035,0.09579019331385226
0.03065790907749413,0.06336951103011215
0.017270989212632863,0.03788924827460335
0.01807681293006178,0.03945266075754879
0.01815352027370181,0.04096242741991947
0.01750183605057277,0.04239341015262961
0.016691663491024973,0.04098082632419903
0.016767283624135286,0.042528300150198435
0.01725547504728562,0.04251817735109276
0.0170846137356389,0.044139742449713415
0.017330007969866213,0.044103358340720884
0.01683746770459699,0.044264309794341435
0.01691930891811066,0.04562344765603241
0.016680558388531556,0.045484264709094516
0.015869600801229,0.04407148102682882
0.016446087515492577,0.04110579337649731
0.017503759544748376,0.03831811903753342
0.019038699635966175,0.039935177341053625
0.02025159837005157,0.04010419105411662
0.031770382792818457,0.0639609559860812
0.04741001843968186,0.09649874229920086
0.12203018169736289,0.23950154511628188
0.0891544805906115,0.17964924929187687
0.09820212189527468,0.1976406475626702
0.03973554471741796,0.08508073607144963
0.02714431271935019,0.060093112081239915
0.011038997294830315,0.03064165253848627
0.01128185470448828,0.030693251811294075
0.011444018331897237,0.029373344021703128
0.01218092584159899,0.029239053585639718
0.011191073844696817,0.0296990162390176
0.012887521941882517,0.034109764593177175
0.015462031816548389,0.041693844821325876
0.014659227768668615,0.04008055582787908
0.014247018882138494,0.04162558339844128
0.011873579615965479,0.03938639272584754
0.011788778953637615,0.03810246933757887
0.012938792933350566,0.032246308510338155
0.01527840931073262,0.035439148497511584
0.01656831757123301,0.03708002185548141
0.016493422245142518,0.03550740992039621
0.01794978275443581,0.03565220887133928
0.01965226230497622,0.035735485604204024
0.031318122375948096,0.05726361488630534
0.0439050772002739,0.08100469824910318
0.0754219373250427,0.1411839683544604
0.10891400938290091,0.20500266847812385
0.0974530499958079,0.18043850859214472
0.06283214102821545,0.1159395777976325
0.023313231988900247,0.036959126063285726
0.015383550422561008,0.022267873412711595
0.01654250945149715,0.02576035790941974
0.01718586735874214,0.028681585199419973
0.01694379497683893,0.028630185780447303
0.017027810611412043,0.029913909314880853
0.022589151803000244,0.03935999952616581
0.023803862554635177,0.03946616796651427
0.02363330342576342,0.04104982604767107
0.023878999842765695,0.0409755349212147
0.02380301730614548,0.039440630149758175
0.024777105289916827,0.039445122952962375
0.025508396084765152,0.03942335444627969
0.026481396858006778,0.03946555441311259
0.025434950372714284,0.03780046629302284
0.02535969264311388,0.036240423412480516
0.02431656801014549,0.03448755176442559
0.025677874266478305,0.03708375149029347
0.037355742426370075,0.059645147180247535
0.0560855300750977,0.09917238564239393
0.1257289245070729,0.23565245154321726
0.13573690287461676,0.25676638121322104
0.11147751606120561,0.2118891544490193
0.06544634877588094,0.1254991146991328
0.026499037244468393,0.04849713294143114
0.015269473906243348,0.02609313962254641
0.01368016252078763,0.023723661426069746
0.01173337594654962,0.02363906163856883
0.011991997369338406,0.023226205454794542
0.010039352118206944,0.023317372577059157
0.009716948357564632,0.021881897041144856
0.008986382369736123,0.021878527438741704
0.0072027864127018485,0.02041097473510019
0.0067150176137963586,0.020433866442583923
0.007922489260076966,0.02485453774201403
0.010173810346345779,0.03100294258041328
0.010736836874851672,0.032540093753471874
0.010176044988140159,0.030952866216076798
0.010574793688912594,0.03391067746890471
0.01089170117617136,0.03550935086004166
0.01065222583957244,0.0353953060221896
0.009354586663894118,0.033967706883778884
0.014675425647246406,0.044976585490455155
0.016658483752712776,0.04908247242143367
0.02087904283797852,0.05836634305567322
0.030065680503115737,0.0760752274058456
0.021673033944421508,0.05960155822591831
0.038385556186427895,0.08800363384103649
0.020859962156794455,0.05828952683383094
0.012418555834444876,0.04157997103795599
0.012418978458689724,0.041592739946334056
0.011851240684555038,0.04021898648233321
0.0074789498600773925,0.03569533048301892
0.005699995963093155,0.029975920339175132
0.004406041043248843,0.028447968618256304
0.006343949271044265,0.028758211826024106
0.005076422912891721,0.014123353818802552
0.00604428981625971,0.014316182586315162
0.0075803171180072295,0.015895533726206657
0.008231638937626363,0.014477120048039424
0.013954125731672557,0.02672946936450666
0.015649788801103497,0.031140017864831098
0.015972977589500555,0.03257569325458054
0.014114908930620635,0.029548297524231847
0.013227433626726688,0.030764882836581808
0.011130976841777567,0.02758573510475234
0.01239727503492797,0.03083839511332563
0.03851816773489999,0.08094875331883605
0.047592071188681535,0.09792011268945701
0.10846096517367275,0.21654363595147247
0.07851729510147304,0.14985299863426813
0.06491171208368351,0.12322069761043188
0.016897489057532866,0.02562515380980191
0.009715081484086644,0.014843634811967292
0.006382552216071545,0.0029839164547500268
0.01219455091807439,0.016356791450428163
0.014369889467722989,0.02097029151737091
0.015589734089231554,0.02092583115703965
0.016145754509579332,0.022651118440571553
0.015587499447437174,0.020975907521376132
0.016560862624188707,0.021005538433666135
0.018414159816704898,0.024170993910151643
0.019219983534133813,0.025734406393097112
0.02131831255736741,0.028876046815132995
0.021643675766823918,0.030236307877625015
0.021877059429333174,0.034652486373850946
0.02090738050841565,0.03452250287905285
0.02099290597776333,0.03578128815823574
0.018240355906831342,0.034158613850710305
0.018776711692930912,0.03852331347070353
0.021328336307266608,0.047694042240369876
0.03597758195762618,0.07838550305956428
0.024877592606775373,0.057639579344867804
0.02945960198994821,0.06753680732170105
0.029749176631313927,0.06652767621870818
